ORIGIN_AIRPORT,DESTINATION_AIRPORT,AIRLINE,DISTANCE,ARRIVAL_DELAY,DAY_OF_WEEK,SCHEDULED_DEPARTURE
PNS,IAH,EV,489.0,-4.0,4,626
COS,DEN,OO,73.0,-9.0,4,626
CLE,ORD,EV,315.0,-10.0,4,627
LIH,HNL,HA,102.0,-9.0,4,628
TWF,SLC,OO,175.0,1.0,4,628
SAN,ATL,DL,1892.0,-19.0,4,629
BDL,ORD,UA,783.0,5.0,4,630
LAX,PHX,US,370.0,4.0,4,630
EWR,PHX,US,2133.0,22.0,4,630
PHL,CLT,US,449.0,-2.0,4,630
AUS,IAH,UA,140.0,20.0,4,630
SFO,EWR,UA,2565.0,55.0,4,630
RNO,SFO,OO,192.0,-6.0,4,630
SEA,MDW,WN,1733.0,-9.0,4,630
SJU,TPA,WN,1237.0,3.0,4,630
HNL,LAX,UA,2556.0,-15.0,4,630
CLT,PHL,US,449.0,-1.0,4,630
JFK,PHX,US,2153.0,5.0,4,630
SAN,PHX,US,304.0,7.0,4,630
ONT,PHX,US,325.0,156.0,4,630
MIA,CLT,AA,650.0,-11.0,4,630
PBI,ORD,AA,1144.0,8.0,4,630
EWR,DFW,AA,1372.0,10.0,4,630
ANC,OTZ,AS,548.0,-10.0,4,630
SAN,SEA,AS,1050.0,-9.0,4,630
SAN,PDX,AS,933.0,-8.0,4,630
JFK,LAX,B6,2475.0,4.0,4,630
LGA,MCO,B6,950.0,-30.0,4,630
JFK,RSW,B6,1074.0,-17.0,4,630
BOS,PIT,B6,496.0,2.0,4,630
SFO,JFK,DL,2586.0,-20.0,4,630
MSP,ATL,DL,907.0,-16.0,4,630
AUS,ATL,DL,813.0,-22.0,4,630
COS,ATL,DL,1184.0,-7.0,4,630
DTW,ATL,DL,594.0,-31.0,4,630
MSY,LGA,DL,1183.0,-3.0,4,630
SEA,ATL,DL,2182.0,13.0,4,630
EWR,ATL,DL,746.0,-38.0,4,630
TPA,ATL,DL,406.0,-15.0,4,630
BPT,DFW,EV,270.0,1.0,4,630
RIC,IAD,EV,100.0,-7.0,4,630
EWR,JAX,EV,820.0,-13.0,4,630
GPT,IAH,EV,376.0,-5.0,4,630
TPA,DEN,F9,1506.0,69.0,4,630
RSW,DEN,F9,1607.0,9.0,4,630
DEN,DFW,F9,641.0,17.0,4,630
CLE,MCO,F9,895.0,-6.0,4,630
GPT,DFW,MQ,500.0,0.0,4,630
MGM,DFW,MQ,622.0,0.0,4,630
SAN,LAX,OO,109.0,-16.0,4,630
ACY,MYR,NK,466.0,10.0,4,630
STC,ORD,OO,394.0,7.0,4,630
BOI,LAX,OO,674.0,-9.0,4,630
SFO,SAN,OO,447.0,-4.0,4,630
MSP,LAX,OO,1535.0,12.0,4,630
BFL,PHX,OO,425.0,-1.0,4,630
TPA,ORD,UA,1012.0,-5.0,4,631
ORD,IAD,EV,589.0,-17.0,4,632
HNL,OGG,HA,100.0,-6.0,4,632
JFK,MSY,B6,1182.0,2.0,4,633
MKE,ORD,OO,67.0,-25.0,4,633
MIA,ORD,UA,1197.0,19.0,4,635
SEA,PHL,US,2378.0,-23.0,4,635
SAT,ATL,WN,874.0,-10.0,4,635
PDX,MDW,WN,1751.0,-6.0,4,635
LAS,PHX,US,255.0,-13.0,4,635
JAX,DFW,AA,918.0,8.0,4,635
MSY,DFW,AA,447.0,0.0,4,635
PIT,DFW,AA,1067.0,-27.0,4,635
COS,DFW,AA,592.0,-9.0,4,635
SEA,SAN,AS,1050.0,-8.0,4,635
PDX,SAN,AS,933.0,-12.0,4,635
SEA,SLC,AS,689.0,-10.0,4,635
PVD,MCO,B6,1072.0,8.0,4,635
HPN,PBI,B6,1056.0,-26.0,4,635
JFK,LAS,AA,2248.0,45.0,4,635
MLB,ATL,DL,442.0,-17.0,4,635
PIT,ATL,DL,526.0,-41.0,4,635
SAN,MSP,DL,1532.0,-10.0,4,635
ABE,ATL,EV,692.0,-20.0,4,635
SPI,DFW,MQ,630.0,0.0,4,635
PLN,DTW,OO,243.0,-1.0,4,635
PDX,ONT,OO,838.0,-13.0,4,635
RSW,EWR,UA,1068.0,-15.0,4,638
SJC,MSP,DL,1576.0,-2.0,4,639
CIU,DTW,OO,284.0,-17.0,4,640
MCO,CLT,US,468.0,-8.0,4,640
BWI,CLT,US,361.0,-2.0,4,640
EWR,CLT,US,529.0,-9.0,4,640
AUS,ATL,WN,813.0,-19.0,4,640
CAK,MCO,WN,861.0,-16.0,4,640
FLL,LAS,WN,2173.0,-15.0,4,640
MKE,LAS,WN,1524.0,-12.0,4,640
PHX,MDW,WN,1444.0,-16.0,4,640
SJC,LAS,WN,386.0,-5.0,4,640
LAS,EWR,UA,2227.0,-37.0,4,640
ORD,EWR,UA,719.0,2.0,4,640
DSM,DFW,AA,624.0,-3.0,4,640
IAH,DFW,AA,224.0,0.0,4,640
RIC,DFW,AA,1158.0,-7.0,4,640
BLI,SEA,AS,93.0,14.0,4,640
PDX,LAX,AS,834.0,-5.0,4,640
SEA,PSP,AS,987.0,-16.0,4,640
LAX,PDX,AS,834.0,-7.0,4,640
SEA,DFW,AS,1660.0,10.0,4,640
SLC,SJC,AS,584.0,50.0,4,640
BDL,MIA,AA,1194.0,20.0,4,640
RSW,ATL,DL,515.0,-8.0,4,640
TPA,LGA,DL,1010.0,-11.0,4,640
MCO,LGA,DL,950.0,-7.0,4,640
SFO,MSP,DL,1589.0,-5.0,4,640
CRP,DFW,EV,354.0,-11.0,4,640
SHV,DFW,EV,190.0,14.0,4,640
BTR,DFW,EV,383.0,8.0,4,640
MLU,DFW,EV,293.0,-10.0,4,640
PIA,DFW,MQ,672.0,0.0,4,640
ROW,DFW,MQ,435.0,0.0,4,640
FWA,DFW,MQ,859.0,0.0,4,640
CHS,MIA,MQ,489.0,11.0,4,640
GSO,MIA,MQ,710.0,-1.0,4,640
LGA,FLL,NK,1076.0,97.0,4,640
DTW,ATL,NK,594.0,-11.0,4,640
DTW,FLL,NK,1127.0,-16.0,4,640
PDX,BUR,OO,817.0,-3.0,4,640
MSN,ORD,OO,108.0,17.0,4,640
COS,LAX,OO,833.0,-20.0,4,640
GCC,DEN,OO,313.0,-16.0,4,642
LAX,IAH,UA,1379.0,-22.0,4,644
SNA,IAH,UA,1346.0,-15.0,4,645
BUF,ORD,UA,473.0,37.0,4,645
SFO,LAX,VX,337.0,-16.0,4,645
DAL,MDW,WN,793.0,-26.0,4,645
LIT,DAL,WN,296.0,-2.0,4,645
MHT,MCO,WN,1142.0,-18.0,4,645
ALB,MCO,WN,1073.0,-29.0,4,645
SAT,BWI,WN,1407.0,-25.0,4,645
OKC,ATL,WN,761.0,2.0,4,645
SNA,PHX,US,338.0,-12.0,4,645
DFW,STL,AA,550.0,0.0,4,645
LGA,DFW,AA,1389.0,-3.0,4,645
LAS,ORD,AA,1514.0,-18.0,4,645
BNA,MIA,AA,806.0,-12.0,4,645
MSP,MIA,AA,1501.0,16.0,4,645
SNA,DFW,AA,1205.0,-14.0,4,645
MIA,DCA,AA,919.0,31.0,4,645
JFK,BOS,B6,187.0,-12.0,4,645
BOS,DTW,B6,632.0,-12.0,4,645
OMA,ATL,DL,821.0,0.0,4,645
PIT,MSP,DL,726.0,-23.0,4,645
SNA,ATL,DL,1919.0,-21.0,4,645
FLL,ATL,DL,581.0,-19.0,4,645
SNA,MSP,DL,1522.0,-8.0,4,645
ATL,LGA,DL,762.0,8.0,4,645
BHM,ATL,DL,134.0,-26.0,4,645
BNA,ATL,DL,214.0,-20.0,4,645
FLL,DFW,AA,1119.0,0.0,4,645
SAN,JFK,DL,2446.0,-31.0,4,645
BHM,DFW,AA,597.0,-5.0,4,645
HOB,IAH,EV,501.0,0.0,4,645
LNK,DEN,EV,423.0,28.0,4,645
DEN,MSP,F9,680.0,16.0,4,645
LAS,DEN,F9,628.0,8.0,4,645
SNA,DEN,F9,846.0,-8.0,4,645
SGF,DFW,MQ,364.0,0.0,4,645
CMI,DFW,MQ,693.0,-9.0,4,645
COU,DFW,MQ,489.0,0.0,4,645
BWI,FLL,NK,925.0,-11.0,4,645
MCI,IAH,NK,643.0,8.0,4,645
GTF,DEN,OO,624.0,-11.0,4,645
BNA,CVG,OO,230.0,-14.0,4,645
SNA,SFO,OO,372.0,-1.0,4,645
PHX,LAX,OO,370.0,2.0,4,645
ATL,IAH,OO,689.0,7.0,4,646
EKO,SLC,OO,200.0,7.0,4,646
IAD,JFK,B6,228.0,1.0,4,647
HNL,KOA,HA,163.0,-6.0,4,647
FAT,SFO,OO,158.0,-7.0,4,648
LAX,MSP,DL,1535.0,-9.0,4,649
PHX,SFO,UA,651.0,48.0,4,650
PIT,CLT,US,366.0,-9.0,4,650
MSP,CLT,US,930.0,-13.0,4,650
BWI,MCO,WN,787.0,-34.0,4,650
MSY,ATL,WN,425.0,-16.0,4,650
PHX,DAL,WN,879.0,4.0,4,650
FLL,ORD,UA,1182.0,0.0,4,650
PHL,PHX,US,2075.0,16.0,4,650
LAX,SFO,AA,337.0,-7.0,4,650
MEM,DFW,AA,432.0,-13.0,4,650
BOS,DFW,AA,1562.0,2.0,4,650
AUS,DFW,AA,190.0,-15.0,4,650
DFW,TPA,AA,929.0,70.0,4,650
CLE,DFW,AA,1021.0,-15.0,4,650
LAX,DFW,AA,1235.0,-1.0,4,650
SJC,SEA,AS,697.0,-14.0,4,650
PDX,SNA,AS,859.0,-10.0,4,650
LAS,PDX,AS,763.0,-18.0,4,650
SEA,SMF,AS,605.0,-14.0,4,650
LGB,OAK,B6,353.0,-9.0,4,650
LAX,JFK,DL,2475.0,-11.0,4,650
AVL,ATL,DL,164.0,-1.0,4,650
HSV,ATL,DL,151.0,-8.0,4,650
BNA,ORD,EV,409.0,-5.0,4,650
SAF,DFW,MQ,551.0,0.0,4,650
GRR,DFW,MQ,931.0,0.0,4,650
XNA,ORD,MQ,522.0,-10.0,4,650
SUX,ORD,MQ,436.0,-5.0,4,650
LFT,DFW,MQ,351.0,0.0,4,650
ORD,TPA,NK,1012.0,14.0,4,650
PSP,IAH,OO,1269.0,55.0,4,650
HYS,DEN,OO,298.0,11.0,4,650
BOS,EWR,UA,200.0,-16.0,4,651
HNL,ITO,HA,216.0,53.0,4,651
JFK,MIA,AA,1089.0,-7.0,4,652
DTW,LAS,NK,1749.0,26.0,4,652
EWR,MIA,UA,1085.0,-15.0,4,653
SAN,IAH,UA,1303.0,-10.0,4,653
DFW,IAH,UA,224.0,-1.0,4,654
RIC,CLT,US,257.0,-13.0,4,655
TPA,CLT,US,507.0,-7.0,4,655
TPA,EWR,UA,997.0,-1.0,4,655
CAK,ATL,WN,528.0,-30.0,4,655
MCO,ATL,WN,404.0,-4.0,4,655
ABQ,DAL,WN,580.0,3.0,4,655
PVD,FLL,WN,1188.0,-20.0,4,655
PHL,FLL,WN,992.0,-24.0,4,655
PHL,LAS,WN,2176.0,-8.0,4,655
MIA,DEN,AA,1709.0,1.0,4,655
TUL,DFW,AA,237.0,0.0,4,655
LAX,BOS,AA,2611.0,-33.0,4,655
DFW,LGA,AA,1389.0,-22.0,4,655
BWI,DFW,AA,1217.0,2.0,4,655
DFW,LAX,AA,1235.0,0.0,4,655
SFO,JFK,B6,2586.0,-9.0,4,655
MKE,MSP,DL,297.0,-10.0,4,655
PDX,MSP,DL,1426.0,-12.0,4,655
MCO,DCA,B6,759.0,-8.0,4,655
JFK,BUF,B6,301.0,-22.0,4,655
MSP,LAS,DL,1299.0,-41.0,4,655
ATL,MCO,DL,404.0,-7.0,4,655
MFE,IAH,EV,316.0,-13.0,4,655
TTN,RDU,F9,373.0,3.0,4,655
ELP,ORD,MQ,1236.0,0.0,4,655
HSV,ORD,MQ,510.0,-19.0,4,655
ABQ,ORD,MQ,1118.0,35.0,4,655
RDU,SFO,UA,2400.0,-5.0,4,657
EWR,LAX,UA,2454.0,-5.0,4,659
DCA,CLT,US,331.0,-15.0,4,659
MCO,EWR,UA,937.0,-7.0,4,659
DCA,MIA,AA,919.0,-20.0,4,659
JFK,SFO,B6,2586.0,-24.0,4,659
JFK,PBI,B6,1028.0,-23.0,4,659
LGA,ATL,DL,762.0,-31.0,4,659
PSP,PHX,OO,261.0,-11.0,4,659
DVL,JMS,OO,83.0,0.0,4,700
ALB,ORD,UA,723.0,1.0,4,700
PDX,SFO,UA,550.0,-17.0,4,700
EWR,TPA,UA,997.0,-19.0,4,700
JAX,CLT,US,328.0,-20.0,4,700
CLE,CLT,US,430.0,-24.0,4,700
CLT,MIA,US,650.0,-7.0,4,700
IAH,CLT,US,912.0,-9.0,4,700
IND,CLT,US,427.0,-17.0,4,700
DFW,CLT,US,936.0,2.0,4,700
LGA,ORD,UA,733.0,-5.0,4,700
BOS,IAH,UA,1597.0,-16.0,4,700
BOS,ORD,UA,867.0,13.0,4,700
SFO,EWR,UA,2565.0,-12.0,4,700
SNA,DEN,UA,846.0,7.0,4,700
SFO,IAH,UA,1635.0,-17.0,4,700
JFK,LAX,VX,2475.0,2.0,4,700
LAS,SFO,VX,414.0,-6.0,4,700
BUF,FLL,WN,1165.0,-3.0,4,700
BWI,HOU,WN,1246.0,-11.0,4,700
BWI,LAS,WN,2106.0,-14.0,4,700
CLE,PHX,WN,1737.0,7.0,4,700
DCA,DAL,WN,1184.0,12.0,4,700
ISP,FLL,WN,1092.0,-2.0,4,700
MDW,DAL,WN,793.0,-4.0,4,700
MDW,TPA,WN,997.0,-14.0,4,700
MSP,MDW,WN,349.0,-23.0,4,700
PIT,MCO,WN,834.0,-22.0,4,700
SAT,BNA,WN,822.0,-16.0,4,700
HOU,MCO,WN,849.0,-6.0,4,700
MCO,SFO,UA,2446.0,306.0,4,700
EWR,DEN,UA,1605.0,13.0,4,700
ORD,PHX,US,1440.0,-5.0,4,700
ATL,CLT,US,226.0,-11.0,4,700
SLC,PHX,US,507.0,1.0,4,700
BOI,PHX,US,735.0,2.0,4,700
DCA,PHX,US,1979.0,5.0,4,700
JFK,LAX,AA,2475.0,6.0,4,700
ATL,MIA,AA,594.0,-10.0,4,700
LAX,JFK,AA,2475.0,-49.0,4,700
SFO,MIA,AA,2585.0,-4.0,4,700
BOS,LAX,AA,2611.0,10.0,4,700
MIA,LAS,AA,2174.0,6.0,4,700
DFW,BNA,AA,631.0,4.0,4,700
LGA,ORD,AA,733.0,-2.0,4,700
FAT,DFW,AA,1313.0,45.0,4,700
BOS,ORD,AA,867.0,5.0,4,700
LAS,DFW,AA,1055.0,-6.0,4,700
MIA,IAH,AA,964.0,112.0,4,700
DFW,MCO,AA,985.0,-11.0,4,700
MCO,LAX,AA,2218.0,-9.0,4,700
MIA,BOS,AA,1258.0,-15.0,4,700
TPA,DFW,AA,929.0,-10.0,4,700
SEA,DFW,AA,1660.0,24.0,4,700
DFW,ATL,AA,731.0,-25.0,4,700
TUS,DFW,AA,813.0,0.0,4,700
DFW,MIA,AA,1121.0,0.0,4,700
LGA,MIA,AA,1096.0,-20.0,4,700
EWR,SEA,AS,2402.0,4.0,4,700
MSP,SEA,AS,1399.0,-14.0,4,700
ANC,SEA,AS,1448.0,-15.0,4,700
PSP,SFO,AS,421.0,-19.0,4,700
SFO,SEA,AS,679.0,-8.0,4,700
SJC,PDX,AS,569.0,-5.0,4,700
PDX,SEA,AS,129.0,9.0,4,700
LAX,SEA,AS,954.0,-15.0,4,700
SEA,LAX,AS,954.0,-6.0,4,700
SNA,SEA,AS,978.0,-20.0,4,700
BUR,SEA,AS,937.0,120.0,4,700
LAS,SEA,AS,867.0,-7.0,4,700
PHX,PDX,AS,1009.0,-20.0,4,700
SLC,LAX,AS,590.0,5.0,4,700
PDX,HNL,AS,2603.0,-17.0,4,700
SAN,OGG,AS,2541.0,24.0,4,700
OAK,LIH,AS,2457.0,-18.0,4,700
LAX,BOS,B6,2611.0,-34.0,4,700
BOS,DCA,B6,399.0,-37.0,4,700
BOS,SAN,B6,2588.0,-7.0,4,700
DCA,MCO,B6,759.0,-21.0,4,700
BOS,JAX,B6,1010.0,131.0,4,700
PDX,LGB,B6,846.0,-20.0,4,700
BOS,HOU,B6,1609.0,-10.0,4,700
BOS,AUS,B6,1698.0,-6.0,4,700
PIT,FLL,B6,994.0,-23.0,4,700
SEA,LAX,DL,954.0,-4.0,4,700
PDX,JFK,DL,2454.0,-28.0,4,700
JFK,LAX,DL,2475.0,-10.0,4,700
SEA,DTW,DL,1927.0,-23.0,4,700
SFO,DTW,DL,2079.0,-5.0,4,700
DCA,ATL,DL,547.0,-21.0,4,700
ORF,ATL,DL,516.0,4.0,4,700
DAB,ATL,DL,366.0,-14.0,4,700
PBI,ATL,DL,545.0,-3.0,4,700
SLC,MSP,DL,991.0,-6.0,4,700
SEA,MSP,DL,1399.0,-17.0,4,700
DAY,DFW,AA,861.0,-20.0,4,700
MSP,PHX,DL,1276.0,-18.0,4,700
LGA,PBI,DL,1035.0,-31.0,4,700
RSW,LGA,DL,1080.0,-17.0,4,700
MIA,LGA,DL,1096.0,-2.0,4,700
CLE,ATL,DL,554.0,-33.0,4,700
PBI,LGA,DL,1035.0,13.0,4,700
JFK,SJU,DL,1598.0,-11.0,4,700
MKE,ATL,DL,669.0,-8.0,4,700
RDU,BOS,B6,612.0,21.0,4,700
JFK,SFO,DL,2586.0,-17.0,4,700
FLL,LGA,DL,1076.0,-11.0,4,700
LAX,DTW,DL,1979.0,-22.0,4,700
LAS,JFK,DL,2248.0,-35.0,4,700
MSP,MIA,DL,1501.0,-26.0,4,700
MSP,RSW,DL,1416.0,-20.0,4,700
JFK,MCO,AA,944.0,117.0,4,700
CLE,ORD,EV,315.0,-11.0,4,700
LFT,IAH,EV,201.0,12.0,4,700
SHV,ATL,EV,551.0,6.0,4,700
ROC,LGA,EV,254.0,-26.0,4,700
CID,MSP,EV,220.0,-9.0,4,700
PVD,ORD,EV,849.0,3.0,4,700
ORD,PHX,F9,1440.0,10.0,4,700
CLE,RSW,F9,1025.0,-17.0,4,700
DEN,MCO,F9,1546.0,58.0,4,700
MCO,DEN,F9,1546.0,-1.0,4,700
DFW,DSM,MQ,624.0,10.0,4,700
GRK,DFW,MQ,134.0,0.0,4,700
PNS,DFW,MQ,604.0,0.0,4,700
GJT,DFW,MQ,773.0,0.0,4,700
HPN,ORD,MQ,738.0,-22.0,4,700
BMI,DFW,MQ,690.0,0.0,4,700
DFW,MAF,MQ,309.0,0.0,4,700
ATL,FLL,NK,581.0,17.0,4,700
ACY,FLL,NK,977.0,-12.0,4,700
LBE,RSW,NK,956.0,-2.0,4,700
IAH,LAS,NK,1222.0,29.0,4,700
FLL,MCO,NK,177.0,16.0,4,700
FLL,BOS,NK,1237.0,10.0,4,700
ASE,DEN,OO,125.0,-1.0,4,700
BUR,SFO,OO,326.0,-1.0,4,700
SAN,SLC,OO,626.0,30.0,4,700
KOA,HNL,HA,163.0,-1.0,4,700
SEA,PDX,OO,129.0,7.0,4,700
RKS,DEN,OO,260.0,0.0,4,700
SBA,SFO,OO,262.0,1.0,4,700
BOI,ORD,OO,1437.0,8.0,4,700
CPR,SLC,OO,320.0,-41.0,4,700
COS,DEN,OO,73.0,-8.0,4,701
ORD,DEN,UA,888.0,-2.0,4,702
PHX,ORD,UA,1440.0,58.0,4,702
MSY,IAH,UA,305.0,-1.0,4,702
CLE,RSW,UA,1025.0,-28.0,4,702
MIA,TPA,AA,204.0,0.0,4,702
BTR,IAH,EV,253.0,1.0,4,702
BTV,ORD,EV,763.0,2.0,4,704
FLL,BWI,NK,925.0,8.0,4,704
SFO,BOI,OO,522.0,27.0,4,704
ORD,SFO,UA,1846.0,-12.0,4,705
SFO,JFK,VX,2586.0,-12.0,4,705
BDL,FLL,WN,1173.0,-14.0,4,705
BWI,FLL,WN,925.0,-12.0,4,705
CMH,TPA,WN,829.0,-10.0,4,705
DAL,BWI,WN,1209.0,-30.0,4,705
DAL,STL,WN,546.0,0.0,4,705
FLL,BWI,WN,925.0,-9.0,4,705
MCO,LAS,WN,2039.0,3.0,4,705
MDW,MCO,WN,990.0,-26.0,4,705
OAK,HOU,WN,1642.0,8.0,4,705
SAT,ELP,WN,496.0,30.0,4,705
TPA,BWI,WN,842.0,-18.0,4,705
TUS,DEN,WN,639.0,-9.0,4,705
SNA,EWR,UA,2434.0,-51.0,4,705
RDU,CLT,US,130.0,23.0,4,705
MKE,PHX,US,1460.0,1.0,4,705
BWI,PHX,US,1999.0,23.0,4,705
SAN,DFW,AA,1171.0,-15.0,4,705
PDX,ORD,AA,1739.0,-9.0,4,705
ORF,DFW,AA,1212.0,10.0,4,705
OKC,DFW,AA,175.0,22.0,4,705
MIA,LAX,AA,2342.0,-8.0,4,705
MIA,JFK,AA,1089.0,-7.0,4,705
PHX,ORD,AA,1440.0,-10.0,4,705
IND,DFW,AA,761.0,26.0,4,705
CMH,DFW,AA,926.0,-14.0,4,705
LAS,LGB,B6,231.0,-12.0,4,705
LGB,SMF,B6,387.0,-12.0,4,705
FLL,JAX,B6,319.0,-8.0,4,705
STL,ATL,DL,484.0,-21.0,4,705
MSP,LGA,DL,1020.0,-22.0,4,705
LGA,MIA,DL,1096.0,-32.0,4,705
SEA,JFK,DL,2422.0,-22.0,4,705
SAN,DTW,DL,1956.0,-28.0,4,705
SLC,ATL,DL,1590.0,-16.0,4,705
MSP,TUS,DL,1298.0,-6.0,4,705
LIT,ATL,DL,453.0,-32.0,4,705
LGA,FLL,DL,1076.0,-24.0,4,705
FSD,DFW,EV,737.0,21.0,4,705
ABI,DFW,MQ,158.0,0.0,4,705
FAR,ORD,MQ,557.0,-20.0,4,705
EUG,LAX,OO,748.0,-20.0,4,705
SJC,LAX,OO,308.0,-18.0,4,705
LAX,SLC,OO,590.0,-8.0,4,705
BUF,JFK,B6,301.0,-6.0,4,706
LIH,HNL,HA,102.0,111.0,4,706
MCO,JFK,B6,944.0,4.0,4,708
SHV,IAH,EV,192.0,8.0,4,708
MCO,BOS,B6,1121.0,29.0,4,709
OGG,HNL,HA,100.0,-6.0,4,709
LAS,IAH,UA,1222.0,-7.0,4,710
GUM,HNL,UA,3801.0,56.0,4,710
LAX,HNL,UA,2556.0,-2.0,4,710
ORF,CLT,US,290.0,-4.0,4,710
AUS,BWI,WN,1342.0,-25.0,4,710
CAK,BOS,WN,549.0,-27.0,4,710
CMH,RSW,WN,930.0,-3.0,4,710
DAL,LGA,WN,1381.0,-29.0,4,710
LAS,SNA,WN,226.0,-15.0,4,710
SAN,DAL,WN,1182.0,-7.0,4,710
ONT,MDW,WN,1706.0,22.0,4,710
PHX,DEN,UA,602.0,25.0,4,710
PIT,PHX,US,1814.0,-2.0,4,710
MCO,PHX,US,1849.0,-17.0,4,710
SFO,DFW,AA,1464.0,-3.0,4,710
PHX,DFW,AA,868.0,-3.0,4,710
DFW,DEN,AA,641.0,-1.0,4,710
ANC,SCC,AS,627.0,-8.0,4,710
SEA,ONT,AS,956.0,-8.0,4,710
PHL,SLC,DL,1927.0,-26.0,4,710
CMH,ATL,DL,447.0,-18.0,4,710
CVG,ATL,DL,373.0,-3.0,4,710
BOS,TPA,B6,1185.0,-19.0,4,710
IND,ATL,DL,432.0,-38.0,4,710
TVC,ORD,EV,224.0,-3.0,4,710
DCA,DEN,F9,1476.0,14.0,4,710
ALO,ORD,MQ,234.0,-25.0,4,710
TLH,MIA,MQ,402.0,-10.0,4,710
TPA,DTW,NK,983.0,5.0,4,710
ASE,ORD,OO,1013.0,30.0,4,710
MEM,LAX,DL,1619.0,-8.0,4,711
RIC,EWR,EV,277.0,-2.0,4,711
AUS,LGB,B6,1226.0,-7.0,4,712
FLL,LGA,NK,1076.0,19.0,4,712
MIA,SJU,AA,1045.0,2.0,4,713
LAS,MSP,DL,1299.0,-18.0,4,713
HNL,OGG,HA,100.0,2.0,4,713
JFK,SJU,B6,1598.0,-34.0,4,714
IAH,ORD,UA,925.0,-29.0,4,715
CLE,SFO,UA,2161.0,-28.0,4,715
SFO,CLT,US,2296.0,-9.0,4,715
MSY,CLT,US,651.0,11.0,4,715
SEA,SFO,UA,679.0,-27.0,4,715
BOI,DEN,UA,649.0,32.0,4,715
BNA,LAS,WN,1587.0,-7.0,4,715
CMH,LAS,WN,1771.0,-16.0,4,715
DCA,BNA,WN,562.0,-6.0,4,715
ISP,PBI,WN,1052.0,-18.0,4,715
MCO,MDW,WN,990.0,-16.0,4,715
SAN,SJC,WN,417.0,-8.0,4,715
SEA,PHX,WN,1107.0,-8.0,4,715
STL,LAS,WN,1371.0,-23.0,4,715
HOU,MDW,WN,937.0,-23.0,4,715
PHX,ATL,WN,1587.0,-8.0,4,715
BWI,ORD,UA,622.0,-3.0,4,715
PBI,EWR,UA,1023.0,-1.0,4,715
MIA,DFW,AA,1121.0,-3.0,4,715
MIA,SFO,AA,2585.0,21.0,4,715
SEA,JFK,AA,2422.0,-19.0,4,715
ELP,DFW,AA,551.0,-5.0,4,715
MIA,LGA,AA,1096.0,-1.0,4,715
MIA,ORD,AA,1197.0,72.0,4,715
AUS,LAX,AA,1242.0,31.0,4,715
ONT,DFW,AA,1188.0,0.0,4,715
DFW,RDU,AA,1061.0,-15.0,4,715
RNO,DFW,AA,1345.0,2.0,4,715
DFW,FLL,AA,1119.0,-12.0,4,715
SMF,SEA,AS,605.0,-6.0,4,715
PBI,BOS,B6,1197.0,7.0,4,715
BOS,ORD,B6,867.0,-1.0,4,715
MCO,HPN,B6,972.0,-16.0,4,715
BOS,STT,B6,1693.0,-27.0,4,715
MEM,MCO,DL,684.0,-13.0,4,715
CLT,ATL,DL,226.0,2.0,4,715
PHX,ATL,DL,1587.0,41.0,4,715
PHX,JFK,DL,2153.0,71.0,4,715
MSY,ATL,DL,425.0,-15.0,4,715
RDU,ATL,DL,356.0,-29.0,4,715
BOS,ATL,DL,946.0,-27.0,4,715
LAS,ATL,DL,1747.0,-18.0,4,715
MCI,IAH,EV,643.0,-9.0,4,715
IAH,CLT,EV,912.0,-17.0,4,715
CLE,LGA,EV,419.0,133.0,4,715
IAD,CVG,F9,388.0,-14.0,4,715
MCO,MDT,F9,851.0,-12.0,4,715
XNA,DFW,MQ,280.0,-8.0,4,715
MHK,ORD,MQ,501.0,33.0,4,715
DFW,LAX,NK,1235.0,-13.0,4,715
TUS,LAX,OO,451.0,11.0,4,715
IMT,RHI,OO,67.0,-4.0,4,715
MRY,LAX,OO,266.0,3.0,4,715
ASE,LAX,OO,737.0,14.0,4,715
EWR,PBI,UA,1023.0,-26.0,4,716
SFO,SBP,OO,190.0,-13.0,4,716
FLL,LGA,B6,1076.0,12.0,4,717
MCO,SLC,DL,1931.0,-8.0,4,717
CRP,IAH,EV,201.0,-10.0,4,717
BZN,DEN,UA,524.0,0.0,4,718
JFK,FLL,B6,1069.0,-27.0,4,718
MAF,IAH,EV,429.0,0.0,4,719
ITO,HNL,HA,216.0,0.0,4,719
DTW,IAH,NK,1075.0,16.0,4,719
ORD,MKE,OO,67.0,80.0,4,719
IAH,BWI,UA,1235.0,-21.0,4,720
SFO,ORD,UA,1846.0,-13.0,4,720
ORD,LAX,UA,1744.0,0.0,4,720
LAX,BNA,WN,1797.0,-19.0,4,720
LGA,DAL,WN,1381.0,0.0,4,720
MCI,MCO,WN,1072.0,-12.0,4,720
MKE,ATL,WN,669.0,-6.0,4,720
ALB,FLL,WN,1204.0,-25.0,4,720
PVD,TPA,WN,1136.0,-3.0,4,720
SFO,LAS,WN,414.0,7.0,4,720
PDX,LAS,WN,763.0,-15.0,4,720
IAH,SFO,UA,1635.0,-27.0,4,720
TPA,PHX,US,1788.0,-12.0,4,720
SFO,JFK,AA,2586.0,-14.0,4,720
DFW,PHL,AA,1303.0,17.0,4,720
SAT,DFW,AA,247.0,-18.0,4,720
IAD,MIA,AA,921.0,1.0,4,720
BWI,MIA,AA,946.0,-2.0,4,720
